hospital_name,site_name,street,house_number,postcode,city,country,cap_beds,cap_prac,cap_rooms,emergency,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date,comments,x,y
UMBALT N.I. PIROGOV T,,BUL.TODELEBEN,21,,SOFIA,Bulgaria,807,,,,,,,,,,01/01/12,16/04/2020,,5408465,2272519
USBALE AK.IVAN PENCHEV EAD,,UL.HEALTH,2,,SOFIA,Bulgaria,101,,,,,,,,,,01/01/12,16/04/2020,,5408941,2271847
BCC BURGAS EOOD,,CONCENTRATED,89,,BURGAS,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,,5747365,2321691
CCU BLAGOEVGRAD EOOD,,UL.BRATZ MILADINOVI,21,,BLAGOEVGRAD,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,,5403068,2196474
CCU VELIKO TURNOVO EOOD,,BUL.BULZLA,1,,VELIKO TARNOVO,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,,5587096,2352115
CCU VRATSA,,UL.WARTORI JUNE 68,,,VRATSA,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,,5419361,2331561
CCU PLOVDIV,,UL.DASME GRUEV,1A,,PLOVDIV,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,,5535752,2233428
CCCC SLIVEN EOOD,,BUL.HADJI DIMITAR,41A,,GR. SLIVEN,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,,5651551,2319520
CCU SOFIA EOOD,,BULLLIEV,8,,SOFIA,Bulgaria,0,,,,,,,,,,01/01/12,16/04/2020,,5408110,2269575
CCU STARA ZAGORA EOOD,,UL.GEN.STOLOTOV,,,STARA ZAGORA,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,,5599553,2279992
CCU HASKOVO,,MR V.BOOLRECEQS,,,HASKOVO,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,,5602042,2224176
PO BLAGOEVGRAD,,UL.BRATZ MILADINOVI,21,,BLAGOEVGRAD,Bulgaria,110,,,,,,,,,,01/01/12,16/04/2020,,5403040,2196469
POZ VELIKO TURNOVO EOOD,,BUL.BULZLA,1,,VELIKO TARNOVO,Bulgaria,85,,,,,,,,,,01/01/12,16/04/2020,,5587006,2352200
POZ VRATSA,,UL.BELASICA,1,,VRATSA,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,,5419136,2331342
PO DR. STANCHEV — DOBRICH EOOD,,MR OPOULOS OF HITOV,24,,DOBRICH,Bulgaria,95,,,,,,,,,,01/01/12,16/04/2020,,5748827,2443505
PO EOOD,,MR V.BOOLRECEQS,,,HASKOVO,Bulgaria,80,,,,,,,,,,01/01/12,16/04/2020,,5601449,2223809
PO PLOVDIV EOOD,,BUL.PENCHEROCS ROAD,68,,PLOVDIV,Bulgaria,290,,,,,,,,,,01/01/12,16/04/2020,,5532776,2233432
POK PROF. N.SCIKOVENSKI EOOD,,UL.EKARX YOSIF,59,,SOFIA,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,,5409887,2273968
POZ PROF. DR. IVAN TEMKOV — BURGAS EOOD,,['MR J.LAZCOE'],,,BURGAS,Bulgaria,253,,,,,,,,,,01/01/12,16/04/2020,,5747071,2323124
PO RUSE EOOD,,UL.TUTRAKAN,20,,RUSE,Bulgaria,175,,,,,,,,,,01/01/12,16/04/2020,,5598294,2443458
PO SOFIA EOOD,,BUL.CONTROLACTIVITYA,309,,SOFIA,Bulgaria,70,,,,,,,,,,01/01/12,16/04/2020,,5410263,2274599
PO STARA ZAGORA EOOD,,UL.ARMESKA,16,,STARA ZAGORA,Bulgaria,40,,,,,,,,,,01/01/12,16/04/2020,,5599517,2279588
CPSS SMOLYAN EOOD,,UL.H.H.P.HRGEORGEV,12,,SMOLYAN,Bulgaria,40,,,,,,,,,,01/01/12,16/04/2020,,5550138,2173112
IV MPHAN EAD,,BUL.MACEDONIA,36,,SOFIA,Bulgaria,95,,,,,,,,,,01/01/12,16/04/2020,,5408739,2272928
VMA MPHAL VARNA,,UL.HRWTO SMIRNENSKI,3,,VARNA,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,,5765602,2409268
VMA MPHAL PLEVEN,,UL.GEORGI KOCHEV,6,,PLEVEN,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,,5500319,2371907
PLOVDIV PLOVDIV,,BUL.HYRWTO-BOTEV,81,,PLOVDIV,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,,5536408,2234273
VMA MPHAL SLIVEN,,UL.PUSHKIN,2,,GR. SLIVEN,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,,5652261,2319827
SOFIA,,"ECHA,  SOFIA",3,,SOFIA,Bulgaria,1433,,,,,,,,,,01/01/12,16/04/2020,,5408301,2271785
SECOND SOFIA EAD,,BUL.HYRWTO-BOTEV,120,,SOFIA,Bulgaria,230,,,,,,,,,,01/01/12,16/04/2020,,5409096,2274419
SECOND SAGGAL SHEYANOVO EAD,,UL.XEYCEQS,19,,SOFIA,Bulgaria,174,,,,,,,,,,01/01/12,16/04/2020,,5411074,2273256
BPB WHITE,,PL,3,,WHITE,Bulgaria,290,,,,,,,,,,01/01/12,16/04/2020,,5585904,2395265
MAD D-Q:,,UL.MAY PETROVA,1,,RADNEVO,Bulgaria,510,,,,,,,,,,01/01/12,16/04/2020,,5627678,2270092
PBDP CARION,,SG,,,CARICOM,Bulgaria,90,,,,,,,,,,01/01/12,16/04/2020,,5767014,2437680
GDPB,,RAILWAY STATION,,,MR CARLUCEQES,Bulgaria,215,,,,,,,,,,01/01/12,16/04/2020,,5460258,2337473
BG KARDJALI,,COUNTED,44,,KARDZHALI,Bulgaria,320,,,,,,,,,,01/01/12,16/04/2020,,5596886,2191604
GDPB TREATMENT OF DRUG ADDICTION AND ALCOHOLISM,,VPR,117,,SOFIA,Bulgaria,40,,,,,,,,,,01/01/12,16/04/2020,,5408044,2273770
BPB LOVECH,,UL.JAZBATENBERD,43,,LOVECH,Bulgaria,250,,,,,,,,,,01/01/12,16/04/2020,,5512603,2342095
MAD PAZARDZHIK,,BLUEFIN,28,,PAZARDZHIK,Bulgaria,100,,,,,,,,,,01/01/12,16/04/2020,,5501690,2232755
MSW IVAN RILSKI,,КВВРОПОВ,,,NOVI ISKAR,Bulgaria,160,,,,,,,,,,01/01/12,16/04/2020,,5410931,2288470
SBB SEVLIEVO,,UL.VISEMM,33,,SEVLIEVO,Bulgaria,118,,,,,,,,,,01/01/12,16/04/2020,,5546405,2336270
ZEB TSAREIN BROD,,HCL,30,,TSAREIN BROD,Bulgaria,180,,,,,,,,,,01/01/12,16/04/2020,,5691449,2402942
GWD CEREVA KORIA,,C.CEREVA KORIA,,,CEREVA KORIA,Bulgaria,140,,,,,,,,,,01/01/12,16/04/2020,,5597210,2348560
DSBLVB GROUP YOANA EOOD,,ULL,49,,TRYAVNA,Bulgaria,155,,,,,,,,,,01/01/12,16/04/2020,,5579413,2325790
PLOVDIV EOOD,,BUL.BAA ABY-CATCH,15A,,PLOVDIV,Bulgaria,240,,,,,,,,,,01/01/12,16/04/2020,,5534608,2234095
KOZ STARA ZAGORA EOOD,,UL.ARMESKA,11,,STARA ZAGORA,Bulgaria,162,,,,,,,,,,01/01/12,16/04/2020,,5599587,2279752
KOZ VELIKO TARNOVO EOOD,,BUL.BULZLA,1,,VELIKO TARNOVO,Bulgaria,206,,,,,,,,,,01/01/12,16/04/2020,,5587202,2352188
KZ SHUMEN EOOD,,UL.BAA ABY-CATCH,63,,SHUMEN,Bulgaria,139,,,,,,,,,,01/01/12,16/04/2020,,5684862,2395587
KOZ BURGAS EOOD,,BUL.DEMACID,86,,BURGAS,Bulgaria,124,,,,,,,,,,01/01/12,16/04/2020,,5747718,2321692
VRATSA EOOD,,UL.WARTORI JUNE 68,,,VRATSA,Bulgaria,160,,,,,,,,,,01/01/12,16/04/2020,,5420208,2331547
KZ -RUSE EOOD,,COUNTED,2,,RUSE,Bulgaria,137,,,,,,,,,,01/01/12,16/04/2020,,5596110,2441975
VIS À VIS MEDIA LTD,,ULVSKOG,7A,,PLEVEN,Bulgaria,170,,,,,,,,,,01/01/12,16/04/2020,,5499502,2371190
MPHAT AYTOS EOOD,,UL.XEYCEQS,5,,AYTOS,Bulgaria,70,,,,,,,,,,01/01/12,16/04/2020,,5725878,2339091
MEDIA EOOD,,UL.STEFAN PASHEV,78,,SEVLIEVO,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,,5545568,2336190
MPHAL ARDINO EOOD,,US SOFIA,14,,ARDINO,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,,5578525,2179717
MPHAL ASENOVGRAD EOOD,,UL.ALEKSANDER STAMBOLIYSKI,28,,ASENOVGRAD,Bulgaria,214,,,,,,,,,,01/01/12,16/04/2020,,5548917,2223071
MPHAT BALCHIK EOOD,,UL.D-P ZLATKO PETKOV,1,,BALCHIK,Bulgaria,88,,,,,,,,,,01/01/12,16/04/2020,,5779401,2433582
BNAL BELENE EOOD,,UL.EGEC MILEV,47,,BELENE,Bulgaria,38,,,,,,,,,,01/01/12,16/04/2020,,5534069,2404703
BELOGRADCHIK EOOD,,HCL,34,,BELOGRADCHIK,Bulgaria,65,,,,,,,,,,01/01/12,16/04/2020,,5342366,2366377
MBAL BERKOVITSA EOOD,,UL.ALEXANDROWSKA,65,,BERKOVICA,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,,5384726,2329797
MPHAT BLAGOEVGRAD AD,,UL.SLAV,60,,BLAGOEVGRAD,Bulgaria,258,,,,,,,,,,01/01/12,16/04/2020,,5403025,2196493
EUROPE EOOD,,BUL.PENCH SLAVEIKOV 2,,,SOFIA,Bulgaria,32,,,,,,,,,,01/01/12,16/04/2020,,5408453,2272446
BOTEVGRAD,,UL.BOZZHEA BOZHILOV,1,,BOTEVGRAD,Bulgaria,120,,,,,,,,,,01/01/12,16/04/2020,,5444275,2303591
БУРГАС — БУРГАС АД,,BUL.ST.ST.STAMOBOV,73,,BURGAS,Bulgaria,509,,,,,,,,,,01/01/12,16/04/2020,,5746457,2322909
MPHV WHITE SLATINA EOOD,,ZUL.ZUL.ZUL.ZUL.ZUL.ZUL.ZUL.ZUL.ZEDIRON,1,,BYALA SLATINA,Bulgaria,110,,,,,,,,,,01/01/12,16/04/2020,,5443514,2367949
MPHAT VARNA EOOD,,"VARNA,  PL.SLAVIEYKOV",1,,VARNA,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,,5765348,2405736
MPHAL VELIKI PRESLAV EOOD,,UL.LYULBEN KARAVELOV,51,,VELIKI PRESLAV,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,,5679126,2381587
MPHAL VELINGRAD EOOD,,BUL.SINGLE,49,,VELINGRAD,Bulgaria,149,,,,,,,,,,01/01/12,16/04/2020,,5476151,2209217
(A) BILA MEDIA LTD.,,UL.WARTORI JUNE 68,,,VRATSA,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,,5419324,2331507
(A) MBAL VITA EOOD,,"['UL.DRAGUVICA', ' 9']",,,SOFIA,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,,5412169,2273855
IBAL GULYANTSI EOOD,,UL.VASSILL LEVSKI,34,,GULYANTSI,Bulgaria,66,,,,,,,,,,01/01/12,16/04/2020,,5501129,2397388
MR DOBROE EAD,,UL.ALEKO KONSTANTINOV,10,,GALABOVO,Bulgaria,80,,,,,,,,,,01/01/12,16/04/2020,,5625609,2253157
MARIE INNOVA MARIA EOOD,,['KC.VETREEN'],,,BURGAS,Bulgaria,129,,,,,,,,,,01/01/12,16/04/2020,,5737804,2331440
MPHAL DEVNYA EOOD,,LU.FRRIKRA,10A,,DEVNYA,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,,5738927,2402234
MPHAT DOBRICH AD,,MR OPOULOS OF HITOV,24,,DOBRICH,Bulgaria,352,,,,,,,,,,01/01/12,16/04/2020,,5748746,2443430
BRAND CONFIDENCE AD,,"Ž.KOHCOPEL2,  UL.FRIDANGER",2,,SOFIA,Bulgaria,104,,,,,,,,,,01/01/12,16/04/2020,,5403624,2271040
DR HRISTO TODOMBSKI EOOD,,UL.STROADGORSKA,16,,KAZANLAK,Bulgaria,252,,,,,,,,,,01/01/12,16/04/2020,,5578704,2297689
MR ATANAS DAFOVSKY AD,,BUL.BELOMARSKI,53,,KARDZHALI,Bulgaria,345,,,,,,,,,,01/01/12,16/04/2020,,5596838,2190996
DR BRATAN ŠUKEROV AD SMOLYAN,,BUL.BULGARIA,2,,SMOLYAN,Bulgaria,323,,,,,,,,,,01/01/12,16/04/2020,,5544603,2172156
DR DIMITAR PAVLOADIS EOOD,,UL.PETER ANGELOV,18,,SVISHTOV,Bulgaria,106,,,,,,,,,,01/01/12,16/04/2020,,5553059,2404997
DR DIMITAR CHAXMASOV EOOD,,MR GEORGI DIMITROV,42,,RADNEVO,Bulgaria,105,,,,,,,,,,01/01/12,16/04/2020,,5629332,2271098
MPHAL D-P GOOD BEROV EOOD,,HCL,22,,NEW MARKET,Bulgaria,76,,,,,,,,,,01/01/12,16/04/2020,,5705661,2408511
MR IVAN SELIMINSKI AD SLIVEN,,KUL.HRISTOTOTEV,1,,GR. SLIVEN,Bulgaria,530,,,,,,,,,,01/01/12,16/04/2020,,5651440,2319569
DR KRO POPOV — KARLOVO EOOD,,UL.GEN-MAJOR GURKO MARHOOLEV,3,,KARLOVO,Bulgaria,145,,,,,,,,,,01/01/12,16/04/2020,,5529589,2290418
MPHAL D-F MAJUROOV LTD,,K.K.15,,,BURGAS,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,,5746257,2323450
MR NIKOLA VASILIEV AD,,PL.17-IR JANUARY,1,,KYUSTENDIL,Bulgaria,300,,,,,,,,,,01/01/12,16/04/2020,,5366593,2218939
MR SERGEI ROSTOVZEV EOOD,,UL.STEFAN KARACA,1,,MOMCHILGRAD,Bulgaria,70,,,,,,,,,,01/01/12,16/04/2020,,5602270,2179033
DR STMEN ILIEV AD,,UL.SIUM VOYVODA,2,,MONTANA,Bulgaria,400,,,,,,,,,,01/01/12,16/04/2020,,5389686,2349599
MR STOYCHO HRISTOV EOOD,,UL.STEFAN PASHEV,147,,SEVLIEVO,Bulgaria,110,,,,,,,,,,01/01/12,16/04/2020,,5544983,2336981
MPHAL D-P. TERRESTRIC EOOD,,VPR’S SHARE,1,,TRYAVNA,Bulgaria,82,,,,,,,,,,01/01/12,16/04/2020,,5580123,2326064
MPHAL D-P TOTA VENKOVA AD,,KUL.D-P ILYV CHILD,1,,GR. GABROVO,Bulgaria,320,,,,,,,,,,01/01/12,16/04/2020,,5565725,2323338
MPHAT DULOVO EOOD,,VPR,37,,DULOVO,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,,5690016,2458940
OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL OF THE EUROPEAN PARLIAMENT AND OF,,"KC.HIGH,  UL.NAYEN REAKOV",2A,,VARNA,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,,5769642,2411701
PLOVDIV OOD,,CO.COMATUGATE ROAD,79,,PLOVDIV,Bulgaria,148,,,,,,,,,,01/01/12,16/04/2020,,5533139,2230648
ELIN PELIN EOOD,,UL.HEALTH,15,,ELIN PELIN,Bulgaria,70,,,,,,,,,,01/01/12,16/04/2020,,5432641,2273959
OMBAL ECULP OOD,,PL,19A,,PAZARDZHIK,Bulgaria,73,,,,,,,,,,01/01/12,16/04/2020,,5500644,2234200
M LIFE PLUS EOOD,,HCL,2,,KRUMOVGRAD,Bulgaria,63,,,,,,,,,,01/01/12,16/04/2020,,5622759,2175951
WOMEN’S HEALTH — NADEZHDA OOD,,UL.BLOC VEST,3,,SOFIA,Bulgaria,132,,,,,,,,,,01/01/12,16/04/2020,,5405859,2271891
MBAL HEALTH — VELINGRAD EOOD,,BUL.SINGLE,49,,VELINGRAD,Bulgaria,154,,,,,,,,,,01/01/12,16/04/2020,,5476158,2209319
MPHAL PEEDY OOD,,MR KUL.KOSTANSTATTIS VELICHKOV,50,,PAZARDZHIK,Bulgaria,167,,,,,,,,,,01/01/12,16/04/2020,,5500180,2233240
"PHE OOD — Health structure “Health” ",,UL.STAFF,1A,,PLOVDIV,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,,5533288,2233771
MPHAL 2012 OOD,,KUL.MAESLO KANEV,4,,SOFIA,Bulgaria,42,,,,,,,,,,01/01/12,16/04/2020,,5405687,2271029
MR IVAN SKENDERV EOOD,,UL.STARPA MOUNTAIN,55,,GOTSE DELCHEV,Bulgaria,153,,,,,,,,,,01/01/12,16/04/2020,,5463585,2156997
MAL ISPERIH EOOD,,UL.AGINTENEGRO,32,,ISPERIH,Bulgaria,98,,,,,,,,,,01/01/12,16/04/2020,,5668339,2441711
MBAL IHTIMAN EOOD,,UL.SHAM,30,,IHTIMAN,Bulgaria,68,,,,,,,,,,01/01/12,16/04/2020,,5454996,2251999
MBAL KAVARNA EOOD,,UL.VASSILL LEVSKI,36,,KAVARNA,Bulgaria,90,,,,,,,,,,01/01/12,16/04/2020,,5793147,2438671
MBAL KARNOBAT EOOD,,UL.STARPA MOUNTAIN,180,,KARNOBAT,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,,5705657,2328934
MPHAL CASPELA EOOD,,US SOFIA,64,,PLOVDIV,Bulgaria,400,,,,,,,,,,01/01/12,16/04/2020,,5533288,2232865
BIAL KNEJA EOOD,,KUL.MARIS BOEV,4,,KNEZHA,Bulgaria,74,,,,,,,,,,01/01/12,16/04/2020,,5455298,2371056
MBAL KUBRAT EOOD,,UL.CNS BORIS I,12,,KUBRAT,Bulgaria,100,,,,,,,,,,01/01/12,16/04/2020,,5640058,2444179
MPHAT KARDJALI OOD,,BUL.TRAKIA,19,,KARDZHALI,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,,5596569,2190870
MBAL LAIF HOSITAL EOOD,,J.M. DIMITROV DIMOV (PANORAMA ROAD),,,BURGAS,Bulgaria,87,,,,,,,,,,01/01/12,16/04/2020,,5746239,2324480
MPHAT LEVSKI EOOD,,UL.NIKOLOA VAPTSAROV,5,,LEVSKY,Bulgaria,75,,,,,,,,,,01/01/12,16/04/2020,,5541574,2374503
MBAL LUKOVIT EOOD,,UL.CNS BORIS I,52,,LUKOVIT,Bulgaria,100,,,,,,,,,,01/01/12,16/04/2020,,5467199,2342353
LAB LYULIN EAD,,"G.V.LLIN-6,  BUL.D-P PETR DERELIEV",81,,SOFIA,Bulgaria,83,,,,,,,,,,01/01/12,16/04/2020,,5403459,2273676
OMBAL JOBAL AD,,UL.PHILAI MACEDONIAN,37,,PLOVDIV,Bulgaria,99,,,,,,,,,,01/01/12,16/04/2020,,5535030,2234136
RUSE LTD.,,TAIWAN,43,,RUSE,Bulgaria,140,,,,,,,,,,01/01/12,16/04/2020,,5595731,2440881
ST IVAN RILSKI EOOD,,BUL.VASSILL LEVSKI,144A-A,,PLOVDIV,Bulgaria,139,,,,,,,,,,01/01/12,16/04/2020,,5535089,2237502
MEDICAL CENTRE — MEDICAL COMPLEX BEROF,,UL.GERAAYHCHEV,1,,STARA ZAGORA,Bulgaria,119,,,,,,,,,,01/01/12,16/04/2020,,5600893,2278867
MEZDRA MEZDRA EOOD,,UL.JNCA SAKASE,33,,MEZDRA,Bulgaria,101,,,,,,,,,,01/01/12,16/04/2020,,5432244,2328543
MPHAN MAL HOUSTUTE OOD,,UL.COLOHEVER,,,PLOVDIV,Bulgaria,50,,,,,,,,,,01/01/12,16/04/2020,,5533139,2230649
НАЦИОНАЛНА НАЦИОНАЛНА НАЦИОНАЛНА ООД,,UL.ST.STAMBOLOV,29,,STARA ZAGORA,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,,5600079,2279961
MBAL NIKOPOL EOOD,,UL.ALEKSANDER STAMBOLIYSKI,27,,NIKOPOL,Bulgaria,45,,,,,,,,,,01/01/12,16/04/2020,,5515647,2407847
MPHB EAD,,KUL.KOCOEGVICA,65,,SOFIA,Bulgaria,311,,,,,,,,,,01/01/12,16/04/2020,,5406610,2273993
OMURTAG EAD,,ULEXTRADE,55,,OMURTAG,Bulgaria,124,,,,,,,,,,01/01/12,16/04/2020,,5649136,2367384
MBAL PAVLIKENI EOOD,,MR VUL.C.PETROLESKOV,2,,PAVLIKENI,Bulgaria,85,,,,,,,,,,01/01/12,16/04/2020,,5558633,2363379
MPHAT PAZARDZHIK AD,,BLUEFIN,15,,PAZARDZHIK,Bulgaria,556,,,,,,,,,,01/01/12,16/04/2020,,5501901,2232701
MBAL PIRDOP EAD,,UL.GEORGI BENKOVSKI,24,,PIRDOP,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,,5477797,2286711
PLOVDIV AD,,BUL.BULGARIA,234,,PLOVDIV,Bulgaria,602,,,,,,,,,,01/01/12,16/04/2020,,5532789,2235999
MBAL POMORIE EOOD,,UL.PAREQKEV STOYANOV,1,,POMORIE,Bulgaria,62,,,,,,,,,,01/01/12,16/04/2020,,5758977,2331528
MPHAT POPOVO EOOD,,KC.ZAPAD,,,POPOVO,Bulgaria,49,,,,,,,,,,01/01/12,16/04/2020,,5627889,2390061
MBAL PROF.,,HR DEUCO COREV,27,,LOVECH,Bulgaria,237,,,,,,,,,,01/01/12,16/04/2020,,5512296,2342126
DIMITAR RANEV OOD,,PL,42,,PESHTERA,Bulgaria,144,,,,,,,,,,01/01/12,16/04/2020,,5502055,2216347
DR AL. GERCHEV ETROPOLE EOOD,,RON,1,,ETROPOLE,Bulgaria,74,,,,,,,,,,01/01/12,16/04/2020,,5461502,2299132
DR. STOYAN KYRICCH AD,,UL.GEN.STOLOETV,2,,STARA ZAGORA,Bulgaria,737,,,,,,,,,,01/01/12,16/04/2020,,5599682,2279803
DR ASEN SHOPOV EOOD,,UL.HAN ASPARUCH,21,,ZLATOGRAD,Bulgaria,75,,,,,,,,,,01/01/12,16/04/2020,,5579488,2157069
DR K.CHILV EOOD,,UL.STAFF,9,,MADAN,Bulgaria,66,,,,,,,,,,01/01/12,16/04/2020,,5564510,2167667
БУРГАС АД,,UL.SLAV,62,,BLAGOEVGRAD,Bulgaria,110,,,,,,,,,,01/01/12,16/04/2020,,5402750,2196338
MBAL PARVOMAY EOOD,,UL.CNS BORIS I,51,,PARVOMAY,Bulgaria,101,,,,,,,,,,01/01/12,16/04/2020,,5574510,2236847
MBAL RAZLOG EOOD,,UL.CRIAL AND METHODIUS,1,,RAZLOG,Bulgaria,133,,,,,,,,,,01/01/12,16/04/2020,,5436219,2187434
RAKOVSKI EOOD,,MR UL.M.OROLOOLOROLOOROLOROLOROLOROLOROLOROLOROLOROLOROLOROLORO@@,,,RAKOVSKI,Bulgaria,65,,,,,,,,,,01/01/12,16/04/2020,,5549379,2253941
MBAL RAHILLA ANGELOVA AD,,UL.BROWER,2,,PERNIK,Bulgaria,294,,,,,,,,,,01/01/12,16/04/2020,,5388008,2259983
БОЛОГИМИР ЕООД,,VPR,52,,PETRICH,Bulgaria,120,,,,,,,,,,01/01/12,16/04/2020,,5423371,2129577
MPHAN RUSE AD,,COUNTED,2,,RUSE,Bulgaria,580,,,,,,,,,,01/01/12,16/04/2020,,5596227,2441977
MPHAT SAMOKOV EOOD,,UL.MACEDONIA,49,,SAMOKOV,Bulgaria,228,,,,,,,,,,01/01/12,16/04/2020,,5434807,2237271
ST. ST. IVAN RILSKI EOOD,,UL.CRIAL AND METHODIUS,1,,KOZLODUY,Bulgaria,105,,,,,,,,,,01/01/12,16/04/2020,,5421797,2397066
ST. ST. IVAN RILSKI EOOD,,UL.CHATALJA,3,,YAMBOL,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,,5683198,2269911
2003 OOD,,UL.IVAN VASOV,26,,DUPNITSA,Bulgaria,165,,,,,,,,,,01/01/12,16/04/2020,,5400492,2223460
MR IVAN RILSKI EOOD,,UL.PATRARX EVTIMIJ,84,,STARA ZAGORA,Bulgaria,95,,,,,,,,,,01/01/12,16/04/2020,,5601562,2280106
MR IVAN RILSKI EOOD GORNA ORYAHOVITSA,,VPR,72,,GORNA ORYAHOVITSA,Bulgaria,231,,,,,,,,,,01/01/12,16/04/2020,,5591705,2356668
MR JOHN RILSKI OOD,,BULGARIAN,2,,YAMBOL,Bulgaria,63,,,,,,,,,,01/01/12,16/04/2020,,5669442,2301767
MR ANNA VARNA AD,,BUL.CAR EXEMPTED COLLECTOR,100,,VARNA,Bulgaria,418,,,,,,,,,,01/01/12,16/04/2020,,5765180,2407522
"MPHAT, ANNA SOFIA AD",,"G.K.YOUTH 1,  ULVSKOG",1,,SOFIA,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,,5414248,2270147
WORLD BOGORDITSA OOD,,PL,46,,SOFIA,Bulgaria,15,,,,,,,,,,01/01/12,16/04/2020,,5411266,2273986
MPHAL WORLD EKATERINA DIMITROVGRAD EOOD,,UL.HOH.BOTTEV,29,,DIMITROVGRAD,Bulgaria,125,,,,,,,,,,01/01/12,16/04/2020,,5605707,2238728
WORLD EKATERINA OOD,,UL.FREEDOM,17,,PAZARDZHIK,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,,5501173,2234643
MR KORIADT EAD,,BUL.NIKOLOA VAPTSAROV,23A,,PLOVDIV,Bulgaria,75,,,,,,,,,,01/01/12,16/04/2020,,5535917,2232499
MPHAT THE WORLD MARINA EAD,,UL.HRWTO SMIRNENSKI,1,,VARNA,Bulgaria,1043,,,,,,,,,,01/01/12,16/04/2020,,5766340,2409334
MR PETKA AD,,UL.CAR SIMEON VELIKI,119,,VIDIN,Bulgaria,300,,,,,,,,,,01/01/12,16/04/2020,,5350458,2409779
HYPERLINK” HTTP://EUROPA.EU.INT/COMM/COMMISSION_BARROSO/KALLAS/CABINET/POTS/DOC/EF@@,,U.FRESH ENEV,1,,NOVA ZAGORA,Bulgaria,78,,,,,,,,,,01/01/12,16/04/2020,,5631052,2294509
SOFIA EOOD,,BUL.BULGARIA,104,,SOFIA,Bulgaria,107,,,,,,,,,,01/01/12,16/04/2020,,5407206,2268878
MR BELGIQUE EOOD,,PARK AREA,,,SANDANSKI,Bulgaria,149,,,,,,,,,,01/01/12,16/04/2020,,5426969,2149684
MILAN IVAN RILSKI EOOD,,UL.TSVETAND GEORGI,2,,DUPNITSA,Bulgaria,180,,,,,,,,,,01/01/12,16/04/2020,,5400544,2222847
SAINT IVAN RILSKI RAZGRAD,,KUL.COSTA PETROV,2,,RAZGRAD,Bulgaria,322,,,,,,,,,,01/01/12,16/04/2020,,5648597,2416366
MBAL SVETI MINE,,UL.IVAN VASOV,59,,PLOVDIV,Bulgaria,177,,,,,,,,,,01/01/12,16/04/2020,,5535328,2233956
MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,,2,,,LOM,Bulgaria,257,,,,,,,,,,01/01/12,16/04/2020,,5381671,2395991
MR SVETI PANTALIMEN-PLEVEN OOD,,"J.COMPANY,  CL",24,,PLEVEN,Bulgaria,170,,,,,,,,,,01/01/12,16/04/2020,,5501738,2370569
VIANALYISMOH-SOFIA АД,,['G.K.YOUTH 1'],,,SOFIA,Bulgaria,30,,,,,,,,,,01/01/12,16/04/2020,,5414802,2268508
MAL-ST PANELAITON — PLOVDIV EOOD,,BUL.NIKOLOA VAPTSAROV,9,,PLOVDIV,Bulgaria,246,,,,,,,,,,01/01/12,16/04/2020,,5536211,2232478
МИТНИЦИ ПАЗАР АД,,MR OPOULOS OF HITOV,30,,YAMBOL,Bulgaria,292,,,,,,,,,,01/01/12,16/04/2020,,5670873,2302595
